asin,reviewId,title,content,star
B09PNBVJRT,RBPLNDQPAC0NQ,It blew as soon as I plugged it in blew circuit breaker and had to replace power outlet,I do not recommend. Blew my circuit breaker and blew the power outlet almost caught fire. So happy my phone was NOT plugged in.,1
B07DC2MJR4,R28A0DWQXOE5UE,Works Great Pixel 3XL,"I have a Google case and the phone charges with no issues. Seems pretty fast to me, but I generally charge overnight anyway.",5
B087TQS5S4,R2YOHEFUYIRC50,Very sturdy looks great.,Great price,5
B098QC58J9,R389COVI5YP0RJ,Everything iPhone recharger,"I like it so much I bought 2, it’s pretty compact, I charge my IPhone and IWatch, every night, works great, I like that my iPhone stands up, so it’s easy to check the time at night. Very pleased",5
B077HFFLMS,RDP61ZE9UGTCW,Fair review for a great product,"This charger comes with a quick charge 3.0 feature, but please note, this feature doesn't work on all devices, including iOS products (iPhone, iPad). Some reviewer gave this product a one star review, simply because it didn't charge their iPhone quick enough, it's not fair. Although, the quick charge 3.0 doesn't work on iPads, but it still charger a bit faster than the Apple OEM iPad charger (Apple 5.03V x 1.87A VS. Anker 5.16V x 2.15A).",5
B01K9MQ8WW,R3VATMTAY742MR,Very reliable!,"When the package first arrived, it actually came in a nice little box. Opened it up and I love the material of the product, the carbon fiber texture adds a nice modern look. When I plugged it in, my phone actually charged much faster than normally, cannot complain, it’s very convenient and I recommend it.",5
B09KTZ4LX7,R1CSUYND817I9A,All in one,Perfect all in one charger. I would always forget my Apple Watch because I had to charge it somewhere else besides my night stand. Now it’s right with my phone.,5
B01LY6JEBQ,R1UC7LWWVLG3KV,Possibly defective,The display was excellent. I have had a few of these usb volt meters where the display was too weak to see. Unfortunately the voltmeter was broken. It would oscillate between 12.2 volts and the actual voltage of 14.1. I was so disappointed I returned it. If they can get their quality improved it would get 5 starts.,1
B07XLG8H2D,RIZQG5EU1E9AO,Great Charger,Product works as stated. Love that it only requires 1 usb connection (old 1 had 2). The best part is the induction charging is strong. Was having problems charging with the case I have. Not with this one. Works perfectly.,5
B09GTW6591,R3GZQ2HKOSMJSP,Very good,Like,5
B08FBFJDQ1,R3735CDOJRRK96,Is not clear white.Is more like grey+white (Dirty white) !,"I though it would be more like smooth premium surface touch feeling but its just medium cheap plastic.

It has decent weight.

I bought it as white colour and advertised as it is but when in real life is more like dirty white. Grey + white. IS NOT TOTALLY WHITE. I think black one has little better colour finish.l than this one.

I dont have a smartwatch so i cant test if it works but it should.

It charges fine because most people dont understand this is more of a night charging pad where you dont need super ultra fast charging.Your sleeping for 8 hours.",3
B08CXZQ1N1,R1MCZ5C7JJYFCV,Best Charging Station,"My wife and I love this product. It is very useful. It includes iphone, iPad, iwatch, AirPod chargin station. Normally I bought just one. Then my wife likes it so much. She took it for herself. So I bought it again for me.",5
B07XNQ92LN,R1W8WMQ4IZQPKN,Five stars,As expected great product,5
B082V54Z7M,RFZ0JC1KAF8S5,They will charge the phone and watch at the same time.,It’s beautiful but can’t charge both phones and watch at the same time.,1
B08JX444KV,R2WTLXB2QSHGCG,superb product,"After nearly 2 months of use, I can say the following about this charger.
1. no overheating with 2 max Iphones in the charger at the same time.
2. fast charging active with the DJI Mini2 power bank
3. Discrete led that does NOT blind you nighttime
4. Advertised charging speed is accurate
The product is used extensively due to the nature of my work at least 6 hours a day, everyday.",5
B07ZVHD2M6,RKTLQKH5QPLEC,Great adjustability,Works perfectly for my needs! I have a wider case and this does a great job holding it securely. I like the option to adjust the height and tilt angle as well.,5
B0728HB18G,R1DWYPNYC86TB3,Great value option QC3 chargers,"I went looking for some inexpensive QuickCharge 3.0 wall chargers to keep on hand and found these. They do what they are supposed to do, don't get too warm during use and are a great value. I have already found a use for 2 of the 3, so I may be buying more very soon.",5
B09CDL7KQY,RQHY8BM28657R,Great fast charger kit,"Awesome super fast charging in car or at home, works great",5
B07GT2G5B3,R3CYKH6ZTQGITG,Durable,Nice,5
B09698M15F,RCDXXW4OP3TSH,great product,Great charger for the car with both usb-c and usb cable ends. Worked great for a long trip in a motorhome.,5
B07THC5DJV,R2NG5SIEGEPM1L,Amazing!,I can charge a laptop my phone and my tablet all at the same time with this little guy!,5
B07GPJP8ZC,R1T394MTK6Y9ZC,Great little chargers,"Been using these two for about a year. Always works, always charges quick. Awesome. (Iphone X)",5
B07YCFTDY7,R1GCPDPGKTRZ0B,great product,charges super fast even with non type c charger. Charges iPhone faster then standard plug. Love it,5
B08J49THFB,RT9RXU263HUNA,Not bad at all,"Easy to place your phone as it seems it has a decent range and thus, you don't need to be too precise about putting your phone on the center. Quick charges my phone but I think it might depend on the phone's capability for fast charge as well. No complaints thus far and I've had it for about 6-months so I'm thinking about buying another one. Overall 4.8 Star rating!",5
B07M6PKB9W,R1HRXKUC4ZIXZ5,Product died after 12 months,"This product is waste and low quality, this never consistently charge devices. After 12 month of use product died.",1
B07VP3HLGW,R3ROVXUCJEY5PO,30 minutes garnered me 1%,This product is terrible. First time I used it... and 30 minutes of charging only got me 1% of charge. Terrible. I did try it in 2 different outlets in my car... and tried it in my husbands car. It is the device. Don't waste your time or money!,1
B00E1UWA4O,R19FOJNKWEXN7P,Five Stars,"Low profile, charges.",5
B07VC1NNRG,R16MVN5NDZE6KF,Just what I needed,Works like it should,5
B00ISGFY54,R2RQ7SWB9REMVC,Love it,Love it,5
B08YYMCK26,R3SOHGIY75JH85,Decent speed and heat under control,"More expensive than others but worth the price given the charging speed and that it doesn't get hot.

Pros:
- it charges about 45% of iPhone12 total capacity in 1hr
- it does get warm but not dangerously hot like many others
- stand is actually quite usefull and it helps dispersing the heat
- detachable cable that helps when traveling as you don't need another type-c cable that helps with clutter and packing

Cons:
- more expensive",5
B07Y4C139T,R2J19T9X1TUV7L,Powers fast,Powers fast and good material,5
B07KVQXJSY,R3UWIHABU8WR37,It work!,The quality of this product is excellent and we love it. We would definitely recommend it to anyone. The item shipped and arrived very quickly. Thanks again!,5
B09C5S7VGJ,R1287NE4COM18U,Perfect Portable Plug-In,"I always feel weird leaving reviews for stuff that works exactly as it should considering that should be the standard. I'm surprised Apple hasn't done this themselves, but thank you Anker for filling that need. This dual USB-C charger is great and I havent had any issues fast charging or charging in general. I use it to juice up my iPhone and Apple Watch and there's never a worry. Can take me from dire levels of red to at least an 85% full battery in 30. Great buy! Great brand, if you're on the fence, just do it!",5
B01LY6JEBQ,R93W0NIJKUC75,Voltage reader 12 V car,Thanks for the fast shipping product works well and cigarette lighter and also reading the voltage properly.,5
B09MF22DQG,R2IDZFK1OD73I0,Exactly as depicted and described.,A real life saver for organizing and charging all items in one place. No more plugging and unplugging phone to charge watch or AirPods. A good value for the benefit derrived.,5
B07FBCD8P7,R2VI6XCDN6HU37,4th rebuy,"Family steals my chargers
These are way better, family of four should buy twelve ;-)",5
B07FBF2BNT,RISUPIN4S2S3W,Awesome,Was exactly what I need for my I products to charge station,5
B07HGQQ72D,R3745LDBWCY3UV,Awesome charger!,Works fast!!,5
B07FBCHJ8L,R6I0WMXEMFNY2,Excellent choice for multiple adapters,Totally satisfied with this product.,5
B08133MTN3,R26XXFTGR2LWD8,Slow charger,Liked everything about this except it chargers slow compared to an old Apple charger.,1
B01IUTIUEA,R2VZXROX0XFEAM,Nice,I keep this plugged in for emergency use. It’s always ready.,5
B07MP2R6CS,R3GDJP9WGVXT2Z,"USB Plug in Wall Charger, Charging Block",Works very well and gives you (3) USB Plug ins to use that are pretty fast charging. They are built pretty small so they don't take up a lot of room. Good Purchase and I recommend these.,5
B07H93NYC5,R1W8QUX4SZ95MI,Works great,Works great,5
B07WDFRYR9,RIYDSY58JF7N5,It nice but it’s not,It nice to have everything in one area for everything your needing to charge but with the phone charge it’s so hard to plug it in at night you have try several times for it to fit or you have to try and grab it pull out then push it back it so it can use the stand the watch part it is amazing every easy to use and is perfect,3
B091Y3D614,R1262U0ZO1CMX0,Charger,As expected,5
B01N8PPY1H,R270KMKI6TYZYR,Good adapter,"So far it charges my note 8 great, and it says fast charging",5
B07GWR9V1N,R1I6IG75IHM3KR,Large,Great charger but it’s a little large,5
B07MHZQ2NQ,RIAFPUBKPGMZO,Amazing !,So fast and durable ! Love these,5
B07L9QST54,R111JDPKSVH7T9,"Works well, looks great","I got sick of my stock cigarette lighter always working its way loose, so I replaced it with this. It looks like it could be OEM itself! I'm getting fast charge on both ports, though I haven't tried both at the same time yet. I liked that it came with plenty of wire to meet my car's wiring harness. I did have to cut off the connectors, but that's Chevy's fault. Overall, go for it if your stock lighter port sucks or you want dedicated USB fast charging ports!",5
B08CV9V743,R1MHK00J0PANFX,Good value good product,The charging power is fast and the product is a good value.,5
B08JY8HDB6,RUVTXUZ2E38HD,Stops charging in the middle of the night.,"It was fine at first, you just have to make sure you place your phone right, but after a few months it stops charging in the middle of the night and leaves your phone dead...",1
B08RHR1WZK,R39JRHCKOP5XKK,Great alternative to apple charger,Charges just a quickly as apple lightning chargers for less than half the price!,5
B07VC4MFYJ,R3NJZ2TODD7VS3,Disappointed.,Bought as a Christmas gift for someone with an iPhone 8 and it didn’t work.,1
B07Y4C139T,R2JJXRLPYTUFX8,Good buy,Good product,4
B09GVJ2VW5,R3JLV2YOLL1TEN,"Slim design, fits well on a small night stand",Very happy with my purchase - consolidates 3 chargers in one.,5
B07TB5JZP6,R6ZOZA4X885M2,"Great performer, GREAT value!",I love the cord. It's super durable and gets a ton of use. GREAT value. It's not a wimpy charger!,5
B08J49THFB,RXG8EZUHBDMUR,Buy and use with a 2A power adapter,"Update: this charger is fantastic. The trick is, you need to use a 2A power adapter. If you use a 1A adapter, the connection will be shotty and might not reach through your case. I emailed customer service to discover this. They were fantastic and helped me realize my problem quickly. I am going to leave this review at 2 stars so people will read it. Moral of the story: Buy this and get a 2A power adapter for it.

Old review: This charger looks fantastic. The problem is, it struggles..... If you have any type of case on your phone, even a thin one, the charger won't work. If your phone is bumped out of position, the charger won't work. It is extremely finicky. It is really annoying to wake up in the morning and discover that the phone you carefully placed and adjusted the night before, never charged. (My phone case is very simple and extremely thin. My wife's phone has the same issues on this charger)
I have (tried to) use this product every night for the past two months. I am going to go buy something else now.",2
